#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
DFNFGKOD_10083	1	177	0	0	0	0	0	0
DFNFGKOD_10090	1	156	0	0	0	0	0	0
DFNFGKOD_10131	1	102	0	0	0	0	0	0
DFNFGKOD_10154	1	87	0	0	0	0	0	0
DFNFGKOD_10180	1	144	0	0	0	0	0	0
DFNFGKOD_10363	1	123	0	0	0	0	0	0
DFNFGKOD_10391	1	87	0	0	0	0	0	0
DFNFGKOD_10392	1	76	0	0	0	0	0	0
DFNFGKOD_10397	1	123	0	0	0	0	0	0
DFNFGKOD_10415	1	147	0	0	0	0	0	0
DFNFGKOD_10419	1	135	0	0	0	0	0	0
DFNFGKOD_10430	1	75	0	0	0	0	0	0
DFNFGKOD_10463	1	138	0	0	0	0	0	0
DFNFGKOD_10480	1	135	0	0	0	0	0	0
DFNFGKOD_10529	1	85	0	0	0	0	0	0
DFNFGKOD_10547	1	162	0	0	0	0	0	0
DFNFGKOD_10552	1	126	0	0	0	0	0	0
DFNFGKOD_10558	1	99	0	0	0	0	0	0
DFNFGKOD_10572	1	195	0	0	0	0	0	0
DFNFGKOD_10672	1	75	0	0	0	0	0	0
DFNFGKOD_10802	1	114	0	0	0	0	0	0
DFNFGKOD_10895	1	120	0	0	0	0	0	0
DFNFGKOD_10928	1	138	0	0	0	0	0	0
DFNFGKOD_10960	1	102	0	0	0	0	0	0
DFNFGKOD_10966	1	96	0	0	0	0	0	0
DFNFGKOD_11022	1	135	0	0	0	0	0	0
DFNFGKOD_11023	1	96	0	0	0	0	0	0
DFNFGKOD_11024	1	111	0	0	0	0	0	0
DFNFGKOD_11037	1	129	0	0	0	0	0	0
DFNFGKOD_11040	1	201	0	0	0	0	0	0
DFNFGKOD_11044	1	141	0	0	0	0	0	0
DFNFGKOD_11048	1	108	0	0	0	0	0	0
DFNFGKOD_11084	1	192	0	0	0	0	0	0
DFNFGKOD_11090	1	108	0	0	0	0	0	0
DFNFGKOD_11094	1	204	0	0	0	0	0	0
DFNFGKOD_11123	1	93	0	0	0	0	0	0
DFNFGKOD_11124	1	180	0	0	0	0	0	0
DFNFGKOD_11146	1	129	0	0	0	0	0	0
DFNFGKOD_11149	1	177	0	0	0	0	0	0
DFNFGKOD_11172	1	77	0	0	0	0	0	0
DFNFGKOD_11173	1	76	0	0	0	0	0	0
DFNFGKOD_11174	1	74	0	0	0	0	0	0
DFNFGKOD_11175	1	76	0	0	0	0	0	0
DFNFGKOD_11176	1	74	0	0	0	0	0	0
DFNFGKOD_11177	1	89	0	0	0	0	0	0
DFNFGKOD_11178	1	76	0	0	0	0	0	0
DFNFGKOD_11179	1	85	0	0	0	0	0	0
DFNFGKOD_11190	1	219	0	0	0	0	0	0
DFNFGKOD_11209	1	150	0	0	0	0	0	0
DFNFGKOD_11212	1	153	0	0	0	0	0	0
DFNFGKOD_11219	1	162	0	0	0	0	0	0
DFNFGKOD_11220	1	156	0	0	0	0	0	0
DFNFGKOD_11273	1	126	0	0	0	0	0	0
DFNFGKOD_11284	1	144	0	0	0	0	0	0
DFNFGKOD_11314	1	156	0	0	0	0	0	0
DFNFGKOD_11317	1	141	0	0	0	0	0	0
DFNFGKOD_11339	1	73	0	0	0	0	0	0
DFNFGKOD_11342	1	75	0	0	0	0	0	0
DFNFGKOD_11343	1	73	0	0	0	0	0	0
DFNFGKOD_11360	1	123	0	0	0	0	0	0
DFNFGKOD_11365	1	74	0	0	0	0	0	0
DFNFGKOD_11379	1	132	0	0	0	0	0	0
DFNFGKOD_11385	1	165	0	0	0	0	0	0
DFNFGKOD_11408	1	72	0	0	0	0	0	0
DFNFGKOD_11412	1	93	0	0	0	0	0	0
DFNFGKOD_11558	1	144	0	0	0	0	0	0
DFNFGKOD_11565	1	117	0	0	0	0	0	0
DFNFGKOD_11706	1	105	0	0	0	0	0	0
DFNFGKOD_11722	1	89	0	0	0	0	0	0
DFNFGKOD_11744	1	77	0	0	0	0	0	0
DFNFGKOD_11746	1	77	0	0	0	0	0	0
DFNFGKOD_11747	1	86	0	0	0	0	0	0
DFNFGKOD_11748	1	74	0	0	0	0	0	0
DFNFGKOD_11749	1	77	0	0	0	0	0	0
DFNFGKOD_11750	1	76	0	0	0	0	0	0
DFNFGKOD_11751	1	77	0	0	0	0	0	0
DFNFGKOD_11752	1	91	0	0	0	0	0	0
DFNFGKOD_11794	1	159	0	0	0	0	0	0
DFNFGKOD_11824	1	135	0	0	0	0	0	0
DFNFGKOD_11832	1	74	0	0	0	0	0	0
DFNFGKOD_11837	1	156	0	0	0	0	0	0
DFNFGKOD_11847	1	102	0	0	0	0	0	0
DFNFGKOD_11849	1	117	0	0	0	0	0	0
DFNFGKOD_11897	1	105	0	0	0	0	0	0
DFNFGKOD_11928	1	126	0	0	0	0	0	0
DFNFGKOD_12004	1	120	0	0	0	0	0	0
DFNFGKOD_12025	1	77	0	0	0	0	0	0
DFNFGKOD_12026	1	85	0	0	0	0	0	0
DFNFGKOD_12029	1	135	0	0	0	0	0	0
DFNFGKOD_12031	1	237	0	0	0	0	0	0
DFNFGKOD_12073	1	90	0	0	0	0	0	0
DFNFGKOD_12082	1	108	0	0	0	0	0	0
DFNFGKOD_12086	1	87	0	0	0	0	0	0
DFNFGKOD_12087	1	91	0	0	0	0	0	0
DFNFGKOD_12148	1	120	0	0	0	0	0	0
DFNFGKOD_12166	1	77	0	0	0	0	0	0
DFNFGKOD_12167	1	77	0	0	0	0	0	0
DFNFGKOD_12195	1	108	0	0	0	0	0	0
DFNFGKOD_12290	1	120	0	0	0	0	0	0
DFNFGKOD_12311	1	74	0	0	0	0	0	0
DFNFGKOD_12312	1	87	0	0	0	0	0	0
DFNFGKOD_12343	1	171	0	0	0	0	0	0
DFNFGKOD_12359	1	129	0	0	0	0	0	0
DFNFGKOD_12397	1	77	0	0	0	0	0	0
DFNFGKOD_12398	1	77	0	0	0	0	0	0
DFNFGKOD_12421	1	189	0	0	0	0	0	0
DFNFGKOD_12438	1	99	0	0	0	0	0	0
DFNFGKOD_12467	1	96	0	0	0	0	0	0
DFNFGKOD_12506	1	192	0	0	0	0	0	0
DFNFGKOD_12511	1	111	0	0	0	0	0	0
DFNFGKOD_12537	1	168	0	0	0	0	0	0
DFNFGKOD_12548	1	76	0	0	0	0	0	0
DFNFGKOD_12556	1	111	0	0	0	0	0	0
DFNFGKOD_12564	1	99	0	0	0	0	0	0
DFNFGKOD_12569	1	120	0	0	0	0	0	0
DFNFGKOD_12574	1	129	0	0	0	0	0	0
DFNFGKOD_12618	1	77	0	0	0	0	0	0
DFNFGKOD_12679	1	77	0	0	0	0	0	0
DFNFGKOD_12680	1	76	0	0	0	0	0	0
DFNFGKOD_12703	1	74	0	0	0	0	0	0
DFNFGKOD_12736	1	75	0	0	0	0	0	0
DFNFGKOD_12803	1	138	0	0	0	0	0	0
DFNFGKOD_12818	1	123	0	0	0	0	0	0
DFNFGKOD_12838	1	89	0	0	0	0	0	0
DFNFGKOD_12839	1	75	0	0	0	0	0	0
DFNFGKOD_13005	1	129	0	0	0	0	0	0
DFNFGKOD_13008	1	75	0	0	0	0	0	0
DFNFGKOD_13033	1	114	0	0	0	0	0	0
DFNFGKOD_13109	1	76	0	0	0	0	0	0
DFNFGKOD_13110	1	85	0	0	0	0	0	0
DFNFGKOD_13145	1	123	0	0	0	0	0	0
DFNFGKOD_13146	1	77	0	0	0	0	0	0
DFNFGKOD_13185	1	111	0	0	0	0	0	0
DFNFGKOD_13189	1	105	0	0	0	0	0	0
DFNFGKOD_13199	1	75	0	0	0	0	0	0
DFNFGKOD_13200	1	74	0	0	0	0	0	0
DFNFGKOD_13213	1	168	0	0	0	0	0	0
DFNFGKOD_13217	1	165	0	0	0	0	0	0
DFNFGKOD_13218	1	123	0	0	0	0	0	0
DFNFGKOD_13271	1	74	0	0	0	0	0	0
DFNFGKOD_13300	1	76	0	0	0	0	0	0
DFNFGKOD_13301	1	77	0	0	0	0	0	0
DFNFGKOD_13307	1	76	0	0	0	0	0	0
DFNFGKOD_13308	1	77	0	0	0	0	0	0
DFNFGKOD_13328	1	76	0	0	0	0	0	0
DFNFGKOD_13406	1	162	0	0	0	0	0	0
DFNFGKOD_13417	1	171	0	0	0	0	0	0
DFNFGKOD_13418	1	138	0	0	0	0	0	0
DFNFGKOD_13437	1	75	0	0	0	0	0	0
DFNFGKOD_13482	1	76	0	0	0	0	0	0
DFNFGKOD_13513	1	74	0	0	0	0	0	0
DFNFGKOD_13546	1	126	0	0	0	0	0	0
DFNFGKOD_13550	1	192	0	0	0	0	0	0
DFNFGKOD_13552	1	76	0	0	0	0	0	0
DFNFGKOD_13553	1	76	0	0	0	0	0	0
DFNFGKOD_13554	1	195	0	0	0	0	0	0
DFNFGKOD_13564	1	91	0	0	0	0	0	0
DFNFGKOD_13573	1	180	0	0	0	0	0	0
DFNFGKOD_13574	1	73	0	0	0	0	0	0
DFNFGKOD_13575	1	74	0	0	0	0	0	0
DFNFGKOD_13576	1	72	0	0	0	0	0	0
DFNFGKOD_13577	1	75	0	0	0	0	0	0
DFNFGKOD_13582	1	75	0	0	0	0	0	0
DFNFGKOD_13593	1	156	0	0	0	0	0	0
DFNFGKOD_13597	1	76	0	0	0	0	0	0
DFNFGKOD_13624	1	150	0	0	0	0	0	0
DFNFGKOD_13638	1	120	0	0	0	0	0	0
DFNFGKOD_13642	1	144	0	0	0	0	0	0
DFNFGKOD_13650	1	198	0	0	0	0	0	0
DFNFGKOD_13652	1	75	0	0	0	0	0	0
DFNFGKOD_13660	1	84	0	0	0	0	0	0
DFNFGKOD_13661	1	73	0	0	0	0	0	0
DFNFGKOD_13663	1	171	0	0	0	0	0	0
DFNFGKOD_13667	1	76	0	0	0	0	0	0
DFNFGKOD_13709	1	111	0	0	0	0	0	0
DFNFGKOD_13712	1	74	0	0	0	0	0	0
DFNFGKOD_13713	1	82	0	0	0	0	0	0
DFNFGKOD_13715	1	156	0	0	0	0	0	0
DFNFGKOD_13785	1	105	0	0	0	0	0	0
DFNFGKOD_13786	1	102	0	0	0	0	0	0
DFNFGKOD_13795	1	162	0	0	0	0	0	0
DFNFGKOD_13796	1	126	0	0	0	0	0	0
DFNFGKOD_13801	1	150	0	0	0	0	0	0
DFNFGKOD_13802	1	99	0	0	0	0	0	0
DFNFGKOD_13822	1	144	0	0	0	0	0	0
DFNFGKOD_13847	1	186	0	0	0	0	0	0
DFNFGKOD_13850	1	84	0	0	0	0	0	0
DFNFGKOD_13857	1	150	0	0	0	0	0	0
DFNFGKOD_13962	1	162	0	0	0	0	0	0
DFNFGKOD_13984	1	198	0	0	0	0	0	0
DFNFGKOD_14010	1	111	0	0	0	0	0	0
DFNFGKOD_14042	1	108	0	0	0	0	0	0
DFNFGKOD_14044	1	123	0	0	0	0	0	0
DFNFGKOD_14062	1	135	0	0	0	0	0	0
DFNFGKOD_14119	1	123	0	0	0	0	0	0
DFNFGKOD_14136	1	72	0	0	0	0	0	0
DFNFGKOD_14137	1	198	0	0	0	0	0	0
DFNFGKOD_14144	1	90	0	0	0	0	0	0
DFNFGKOD_14150	1	90	0	0	0	0	0	0
DFNFGKOD_14159	1	165	0	0	0	0	0	0
DFNFGKOD_14170	1	74	0	0	0	0	0	0
DFNFGKOD_14221	1	75	0	0	0	0	0	0
DFNFGKOD_14251	1	165	0	0	0	0	0	0
DFNFGKOD_14281	1	87	0	0	0	0	0	0
DFNFGKOD_14289	1	77	0	0	0	0	0	0
DFNFGKOD_14290	1	129	0	0	0	0	0	0
DFNFGKOD_14301	1	132	0	0	0	0	0	0
DFNFGKOD_14329	1	147	0	0	0	0	0	0
DFNFGKOD_14334	1	120	0	0	0	0	0	0
DFNFGKOD_14359	1	111	0	0	0	0	0	0
DFNFGKOD_14376	1	108	0	0	0	0	0	0
DFNFGKOD_14400	1	162	0	0	0	0	0	0
DFNFGKOD_14412	1	123	0	0	0	0	0	0
DFNFGKOD_14423	1	75	0	0	0	0	0	0
DFNFGKOD_14424	1	77	0	0	0	0	0	0
DFNFGKOD_14452	1	177	0	0	0	0	0	0
DFNFGKOD_14463	1	207	0	0	0	0	0	0
DFNFGKOD_14476	1	147	0	0	0	0	0	0
DFNFGKOD_14479	1	177	0	0	0	0	0	0
DFNFGKOD_14480	1	201	0	0	0	0	0	0
DFNFGKOD_14482	1	168	0	0	0	0	0	0
DFNFGKOD_14483	1	156	0	0	0	0	0	0
DFNFGKOD_14509	1	123	0	0	0	0	0	0
DFNFGKOD_14512	1	76	0	0	0	0	0	0
DFNFGKOD_14513	1	77	0	0	0	0	0	0
DFNFGKOD_14516	1	75	0	0	0	0	0	0
DFNFGKOD_14554	1	129	0	0	0	0	0	0
DFNFGKOD_14560	1	77	0	0	0	0	0	0
DFNFGKOD_14580	1	135	0	0	0	0	0	0
DFNFGKOD_14585	1	114	0	0	0	0	0	0
DFNFGKOD_14592	1	74	0	0	0	0	0	0
DFNFGKOD_14593	1	85	0	0	0	0	0	0
DFNFGKOD_14615	1	141	0	0	0	0	0	0
DFNFGKOD_14641	1	177	0	0	0	0	0	0
DFNFGKOD_14643	1	86	0	0	0	0	0	0
DFNFGKOD_14699	1	129	0	0	0	0	0	0
DFNFGKOD_14707	1	171	0	0	0	0	0	0
DFNFGKOD_14726	1	216	0	0	0	0	0	0
DFNFGKOD_14760	1	105	0	0	0	0	0	0
DFNFGKOD_14812	1	108	0	0	0	0	0	0
DFNFGKOD_14840	1	147	0	0	0	0	0	0
DFNFGKOD_14844	1	195	0	0	0	0	0	0
DFNFGKOD_14852	1	186	0	0	0	0	0	0
DFNFGKOD_14860	1	132	0	0	0	0	0	0
DFNFGKOD_14873	1	123	0	0	0	0	0	0
DFNFGKOD_14896	1	111	0	0	0	0	0	0
DFNFGKOD_14976	1	168	0	0	0	0	0	0
DFNFGKOD_14981	1	213	0	0	0	0	0	0
DFNFGKOD_15007	1	76	0	0	0	0	0	0
DFNFGKOD_15008	1	76	0	0	0	0	0	0
DFNFGKOD_15009	1	76	0	0	0	0	0	0
DFNFGKOD_15017	1	168	0	0	0	0	0	0
DFNFGKOD_15023	1	89	0	0	0	0	0	0
DFNFGKOD_15033	1	171	0	0	0	0	0	0
DFNFGKOD_15042	1	132	0	0	0	0	0	0
DFNFGKOD_15047	1	75	0	0	0	0	0	0
DFNFGKOD_15052	1	73	0	0	0	0	0	0
DFNFGKOD_15063	1	159	0	0	0	0	0	0
DFNFGKOD_15068	1	189	0	0	0	0	0	0
DFNFGKOD_15079	1	73	0	0	0	0	0	0
DFNFGKOD_15080	1	75	0	0	0	0	0	0
DFNFGKOD_15143	1	74	0	0	0	0	0	0
DFNFGKOD_15153	1	75	0	0	0	0	0	0
DFNFGKOD_15160	1	141	0	0	0	0	0	0
DFNFGKOD_15173	1	135	0	0	0	0	0	0
DFNFGKOD_15185	1	76	0	0	0	0	0	0
DFNFGKOD_15186	1	213	0	0	0	0	0	0
DFNFGKOD_15188	1	129	0	0	0	0	0	0
DFNFGKOD_15237	1	117	0	0	0	0	0	0
DFNFGKOD_15241	1	84	0	0	0	0	0	0
DFNFGKOD_15253	1	135	0	0	0	0	0	0
DFNFGKOD_15254	1	74	0	0	0	0	0	0
DFNFGKOD_15259	1	129	0	0	0	0	0	0
DFNFGKOD_15266	1	105	0	0	0	0	0	0
DFNFGKOD_15286	1	159	0	0	0	0	0	0
DFNFGKOD_15288	1	76	0	0	0	0	0	0
DFNFGKOD_15289	1	75	0	0	0	0	0	0
DFNFGKOD_15297	1	150	0	0	0	0	0	0
DFNFGKOD_15340	1	132	0	0	0	0	0	0
DFNFGKOD_15380	1	168	0	0	0	0	0	0
DFNFGKOD_15405	1	129	0	0	0	0	0	0
DFNFGKOD_15406	1	90	0	0	0	0	0	0
DFNFGKOD_15448	1	73	0	0	0	0	0	0
DFNFGKOD_15450	1	207	0	0	0	0	0	0
DFNFGKOD_15451	1	174	0	0	0	0	0	0
DFNFGKOD_15452	1	174	0	0	0	0	0	0
DFNFGKOD_15458	1	73	0	0	0	0	0	0
DFNFGKOD_15473	1	138	0	0	0	0	0	0
DFNFGKOD_15485	1	138	0	0	0	0	0	0
DFNFGKOD_15500	1	82	0	0	0	0	0	0
DFNFGKOD_15512	1	132	0	0	0	0	0	0
DFNFGKOD_15536	1	93	0	0	0	0	0	0
DFNFGKOD_15548	1	165	0	0	0	0	0	0
DFNFGKOD_15567	1	150	0	0	0	0	0	0
DFNFGKOD_15572	1	135	0	0	0	0	0	0
DFNFGKOD_15573	1	147	0	0	0	0	0	0
DFNFGKOD_15576	1	147	0	0	0	0	0	0
DFNFGKOD_15616	1	186	0	0	0	0	0	0
DFNFGKOD_15619	1	129	0	0	0	0	0	0
DFNFGKOD_15639	1	183	0	0	0	0	0	0
DFNFGKOD_15640	1	147	0	0	0	0	0	0
DFNFGKOD_15648	1	74	0	0	0	0	0	0
DFNFGKOD_15664	1	123	0	0	0	0	0	0
DFNFGKOD_15691	1	153	0	0	0	0	0	0
DFNFGKOD_15736	1	204	0	0	0	0	0	0
DFNFGKOD_15752	1	231	0	0	0	0	0	0
DFNFGKOD_15758	1	138	0	0	0	0	0	0
DFNFGKOD_15797	1	126	0	0	0	0	0	0
DFNFGKOD_15820	1	102	0	0	0	0	0	0
DFNFGKOD_15827	1	213	0	0	0	0	0	0
DFNFGKOD_15849	1	252	0	0	0	0	0	0
DFNFGKOD_15854	1	129	0	0	0	0	0	0
DFNFGKOD_15857	1	168	0	0	0	0	0	0
DFNFGKOD_15874	1	96	0	0	0	0	0	0
DFNFGKOD_15933	1	120	0	0	0	0	0	0
DFNFGKOD_15955	1	114	0	0	0	0	0	0
DFNFGKOD_15985	1	120	0	0	0	0	0	0
DFNFGKOD_16046	1	201	0	0	0	0	0	0
DFNFGKOD_16051	1	135	0	0	0	0	0	0
DFNFGKOD_16070	1	129	0	0	0	0	0	0
DFNFGKOD_16073	1	177	0	0	0	0	0	0
DFNFGKOD_16083	1	96	0	0	0	0	0	0
DFNFGKOD_16091	1	168	0	0	0	0	0	0
DFNFGKOD_16095	1	195	0	0	0	0	0	0
DFNFGKOD_16116	1	114	0	0	0	0	0	0
DFNFGKOD_16133	1	171	0	0	0	0	0	0
DFNFGKOD_16135	1	156	0	0	0	0	0	0
DFNFGKOD_16158	1	84	0	0	0	0	0	0
DFNFGKOD_16159	1	84	0	0	0	0	0	0
DFNFGKOD_16208	1	129	0	0	0	0	0	0
DFNFGKOD_16232	1	171	0	0	0	0	0	0
DFNFGKOD_16266	1	123	0	0	0	0	0	0
DFNFGKOD_16416	1	135	0	0	0	0	0	0
DFNFGKOD_16422	1	120	0	0	0	0	0	0
DFNFGKOD_16425	1	75	0	0	0	0	0	0
DFNFGKOD_16470	1	207	0	0	0	0	0	0
DFNFGKOD_16481	1	120	0	0	0	0	0	0
DFNFGKOD_16513	1	153	0	0	0	0	0	0
DFNFGKOD_16566	1	132	0	0	0	0	0	0
DFNFGKOD_16575	1	222	0	0	0	0	0	0
DFNFGKOD_16581	1	114	0	0	0	0	0	0
DFNFGKOD_16596	1	77	0	0	0	0	0	0
DFNFGKOD_16597	1	91	0	0	0	0	0	0
DFNFGKOD_16638	1	74	0	0	0	0	0	0
DFNFGKOD_16639	1	75	0	0	0	0	0	0
DFNFGKOD_16653	1	120	0	0	0	0	0	0
DFNFGKOD_16665	1	174	0	0	0	0	0	0
DFNFGKOD_16689	1	273	0	0	0	0	0	0
DFNFGKOD_16705	1	102	0	0	0	0	0	0
DFNFGKOD_16778	1	105	0	0	0	0	0	0
DFNFGKOD_16780	1	180	0	0	0	0	0	0
DFNFGKOD_16783	1	138	0	0	0	0	0	0
DFNFGKOD_16811	1	74	0	0	0	0	0	0
DFNFGKOD_16907	1	75	0	0	0	0	0	0
DFNFGKOD_16908	1	75	0	0	0	0	0	0
DFNFGKOD_16989	1	76	0	0	0	0	0	0
DFNFGKOD_17005	1	74	0	0	0	0	0	0
DFNFGKOD_17006	1	108	0	0	0	0	0	0
DFNFGKOD_17063	1	234	0	0	0	0	0	0
DFNFGKOD_17071	1	159	0	0	0	0	0	0
DFNFGKOD_17085	1	144	0	0	0	0	0	0
DFNFGKOD_17088	1	120	0	0	0	0	0	0
DFNFGKOD_17099	1	123	0	0	0	0	0	0
DFNFGKOD_17103	1	144	0	0	0	0	0	0
DFNFGKOD_17108	1	96	0	0	0	0	0	0
DFNFGKOD_17131	1	135	0	0	0	0	0	0
DFNFGKOD_17151	1	138	0	0	0	0	0	0
DFNFGKOD_17155	1	126	0	0	0	0	0	0
DFNFGKOD_17211	1	141	0	0	0	0	0	0
DFNFGKOD_17215	1	150	0	0	0	0	0	0
DFNFGKOD_17236	1	114	0	0	0	0	0	0
DFNFGKOD_17271	1	93	0	0	0	0	0	0
DFNFGKOD_17274	1	159	0	0	0	0	0	0
DFNFGKOD_17291	1	129	0	0	0	0	0	0
DFNFGKOD_17303	1	117	0	0	0	0	0	0
DFNFGKOD_17312	1	74	0	0	0	0	0	0
DFNFGKOD_17313	1	73	0	0	0	0	0	0
DFNFGKOD_17314	1	76	0	0	0	0	0	0
DFNFGKOD_17315	1	74	0	0	0	0	0	0
DFNFGKOD_17316	1	75	0	0	0	0	0	0
DFNFGKOD_17317	1	89	0	0	0	0	0	0
DFNFGKOD_17346	1	123	0	0	0	0	0	0
DFNFGKOD_17383	1	76	0	0	0	0	0	0
DFNFGKOD_17433	1	165	0	0	0	0	0	0
DFNFGKOD_17571	1	105	0	0	0	0	0	0
DFNFGKOD_17592	1	159	0	0	0	0	0	0
DFNFGKOD_17611	1	165	0	0	0	0	0	0
DFNFGKOD_17630	1	108	0	0	0	0	0	0
DFNFGKOD_17660	1	141	0	0	0	0	0	0
DFNFGKOD_17662	1	168	0	0	0	0	0	0
DFNFGKOD_17764	1	201	0	0	0	0	0	0
DFNFGKOD_17850	1	114	0	0	0	0	0	0
DFNFGKOD_17860	1	74	0	0	0	0	0	0
DFNFGKOD_17928	1	77	0	0	0	0	0	0
DFNFGKOD_18013	1	123	0	0	0	0	0	0
DFNFGKOD_18089	1	76	0	0	0	0	0	0
DFNFGKOD_18106	1	76	0	0	0	0	0	0
DFNFGKOD_18113	1	86	0	0	0	0	0	0
DFNFGKOD_18162	1	111	0	0	0	0	0	0
DFNFGKOD_18259	1	76	0	0	0	0	0	0
DFNFGKOD_18276	1	76	0	0	0	0	0	0
DFNFGKOD_18378	1	216	0	0	0	0	0	0
DFNFGKOD_18384	1	114	0	0	0	0	0	0
DFNFGKOD_18390	1	76	0	0	0	0	0	0
DFNFGKOD_18419	1	165	0	0	0	0	0	0
DFNFGKOD_18430	1	126	0	0	0	0	0	0
DFNFGKOD_18496	1	156	0	0	0	0	0	0
DFNFGKOD_18518	1	192	0	0	0	0	0	0
DFNFGKOD_18528	1	129	0	0	0	0	0	0
DFNFGKOD_18571	1	111	0	0	0	0	0	0
DFNFGKOD_18581	1	105	0	0	0	0	0	0
DFNFGKOD_18590	1	123	0	0	0	0	0	0
DFNFGKOD_18646	1	216	0	0	0	0	0	0
DFNFGKOD_18649	1	75	0	0	0	0	0	0
DFNFGKOD_18650	1	102	0	0	0	0	0	0
DFNFGKOD_18664	1	102	0	0	0	0	0	0
DFNFGKOD_18691	1	180	0	0	0	0	0	0
DFNFGKOD_18694	1	228	0	0	0	0	0	0
DFNFGKOD_18711	1	114	0	0	0	0	0	0
DFNFGKOD_18725	1	85	0	0	0	0	0	0
DFNFGKOD_18733	1	174	0	0	0	0	0	0
DFNFGKOD_18736	1	141	0	0	0	0	0	0
DFNFGKOD_18738	1	111	0	0	0	0	0	0
DFNFGKOD_18739	1	114	0	0	0	0	0	0
DFNFGKOD_18775	1	153	0	0	0	0	0	0
DFNFGKOD_18790	1	144	0	0	0	0	0	0
DFNFGKOD_18818	1	86	0	0	0	0	0	0
DFNFGKOD_18840	1	228	0	0	0	0	0	0
DFNFGKOD_18848	1	162	0	0	0	0	0	0
DFNFGKOD_18930	1	75	0	0	0	0	0	0
DFNFGKOD_18987	1	75	0	0	0	0	0	0
DFNFGKOD_19014	1	153	0	0	0	0	0	0
DFNFGKOD_19027	1	123	0	0	0	0	0	0
DFNFGKOD_19052	1	117	0	0	0	0	0	0
DFNFGKOD_19065	1	77	0	0	0	0	0	0
DFNFGKOD_19099	1	74	0	0	0	0	0	0
DFNFGKOD_19173	1	76	0	0	0	0	0	0
DFNFGKOD_19176	1	77	0	0	0	0	0	0
DFNFGKOD_19177	1	76	0	0	0	0	0	0
DFNFGKOD_19178	1	84	0	0	0	0	0	0
DFNFGKOD_19179	1	76	0	0	0	0	0	0
DFNFGKOD_19198	1	77	0	0	0	0	0	0
DFNFGKOD_19206	1	75	0	0	0	0	0	0
DFNFGKOD_19215	1	76	0	0	0	0	0	0
DFNFGKOD_19218	1	84	0	0	0	0	0	0
DFNFGKOD_19271	1	83	0	0	0	0	0	0
DFNFGKOD_19279	1	168	0	0	0	0	0	0
DFNFGKOD_19284	1	123	0	0	0	0	0	0
DFNFGKOD_19288	1	147	0	0	0	0	0	0
DFNFGKOD_19294	1	126	0	0	0	0	0	0
DFNFGKOD_19309	1	156	0	0	0	0	0	0
DFNFGKOD_19325	1	195	0	0	0	0	0	0
DFNFGKOD_19360	1	144	0	0	0	0	0	0
DFNFGKOD_19370	1	198	0	0	0	0	0	0
DFNFGKOD_19371	1	76	0	0	0	0	0	0
DFNFGKOD_19372	1	76	0	0	0	0	0	0
DFNFGKOD_19412	1	174	0	0	0	0	0	0
DFNFGKOD_19466	1	156	0	0	0	0	0	0
DFNFGKOD_19481	1	207	0	0	0	0	0	0
DFNFGKOD_19487	1	117	0	0	0	0	0	0
DFNFGKOD_19501	1	105	0	0	0	0	0	0
DFNFGKOD_19516	1	216	0	0	0	0	0	0
DFNFGKOD_19518	1	76	0	0	0	0	0	0
DFNFGKOD_19519	1	76	0	0	0	0	0	0
DFNFGKOD_19520	1	76	0	0	0	0	0	0
DFNFGKOD_19521	1	168	0	0	0	0	0	0
DFNFGKOD_19529	1	135	0	0	0	0	0	0
DFNFGKOD_19531	1	74	0	0	0	0	0	0
DFNFGKOD_19565	1	138	0	0	0	0	0	0
DFNFGKOD_19566	1	132	0	0	0	0	0	0
DFNFGKOD_19586	1	186	0	0	0	0	0	0
DFNFGKOD_19625	1	86	0	0	0	0	0	0
DFNFGKOD_19640	1	135	0	0	0	0	0	0
DFNFGKOD_19652	1	102	0	0	0	0	0	0
DFNFGKOD_19667	1	249	0	0	0	0	0	0
DFNFGKOD_19669	1	165	0	0	0	0	0	0
DFNFGKOD_19670	1	198	0	0	0	0	0	0
DFNFGKOD_19714	1	147	0	0	0	0	0	0
DFNFGKOD_19720	1	240	0	0	0	0	0	0
DFNFGKOD_19721	1	75	0	0	0	0	0	0
DFNFGKOD_19739	1	90	0	0	0	0	0	0
DFNFGKOD_19743	1	120	0	0	0	0	0	0
DFNFGKOD_19770	1	88	0	0	0	0	0	0
DFNFGKOD_19789	1	117	0	0	0	0	0	0
DFNFGKOD_19812	1	147	0	0	0	0	0	0
DFNFGKOD_19847	1	99	0	0	0	0	0	0
DFNFGKOD_19871	1	171	0	0	0	0	0	0
DFNFGKOD_19876	1	72	0	0	0	0	0	0
DFNFGKOD_19899	1	74	0	0	0	0	0	0
DFNFGKOD_19932	1	88	0	0	0	0	0	0
DFNFGKOD_19949	1	126	0	0	0	0	0	0
DFNFGKOD_19996	1	153	0	0	0	0	0	0
DFNFGKOD_20002	1	183	0	0	0	0	0	0
DFNFGKOD_20020	1	117	0	0	0	0	0	0
DFNFGKOD_20032	1	75	0	0	0	0	0	0
DFNFGKOD_20069	1	117	0	0	0	0	0	0
DFNFGKOD_20085	1	120	0	0	0	0	0	0
DFNFGKOD_20087	1	73	0	0	0	0	0	0
