#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
GPICHNHB_69407	1	1164	185	1164	100	22.0747	33	37.5
GPICHNHB_69408	1	357	35	357	100	16.549	32.7	35.1
GPICHNHB_69409	1	930	112	930	100	17.0065	32.7	38.6
GPICHNHB_69410	1	678	88	676	99.705	16.9041	33.1	39.4
GPICHNHB_69411	1	639	90	639	100	22.8529	32.9	40
GPICHNHB_69412	1	423	43	423	100	15.1206	32.9	38.3
GPICHNHB_69413	1	519	63	517	99.6146	17.921	33.1	39.4
GPICHNHB_69414	1	843	152	843	100	25.4128	33.1	41.3
GPICHNHB_69415	1	288	34	288	100	17.5139	32.5	38.4
GPICHNHB_69416	1	933	156	932	99.8928	24.4084	32.9	40.6
GPICHNHB_69417	1	387	54	387	100	20.2403	33.2	36.5
GPICHNHB_69418	1	5256	856	5256	100	23.9854	32.8	41.4
GPICHNHB_69419	1	846	135	845	99.8818	23.3865	32.9	39.1
GPICHNHB_69420	1	843	129	842	99.8814	21.6145	32.7	40
GPICHNHB_69421	1	942	146	936	99.3631	22.5594	32.7	41.3
GPICHNHB_69422	1	1986	329	1986	100	24.0886	32.8	41.4
GPICHNHB_69423	1	180	11	180	100	6.60556	33.3	33
GPICHNHB_69424	1	408	58	408	100	20.2721	32.7	37.1
GPICHNHB_69425	1	549	74	549	100	20.1166	33.1	40.7
GPICHNHB_69428	1	444	35	444	100	11.3446	32.7	40.8
GPICHNHB_69429	1	1185	150	1185	100	18.13	32.9	39.1
GPICHNHB_69430	1	777	108	777	100	20.5444	32.9	40.6
GPICHNHB_69431	1	1101	114	1094	99.3642	14.9955	32.5	39.1
GPICHNHB_69432	1	843	100	834	98.9324	17.5136	32.5	40.1
GPICHNHB_69433	1	1467	84	1466	99.9318	8.38582	32.8	41.8
GPICHNHB_69434	1	852	63	837	98.2394	10.8451	33.1	41.3
GPICHNHB_69435	1	1128	82	1119	99.2021	10.9158	32.9	40.8
GPICHNHB_69436	1	1362	86	1361	99.9266	9.04846	32.6	39.8
GPICHNHB_69437	1	462	19	462	100	4.71645	32.8	36.8
GPICHNHB_69438	1	849	40	849	100	7.72203	32.5	39.5
GPICHNHB_69439	1	1191	98	1189	99.8321	12.1755	32.9	41.7
GPICHNHB_69440	1	1599	86	1577	98.6241	7.61288	32.8	39.1
GPICHNHB_69441	1	1494	81	1494	100	8.4759	33.1	41
GPICHNHB_69442	1	507	6	507	100	1.73964	32.8	38.8
GPICHNHB_69443	1	897	18	854	95.2062	2.95318	32.4	39.4
GPICHNHB_69444	1	180	1	129	71.6667	0.716667	31.8	42
GPICHNHB_69445	1	267	3	201	75.2809	1.69288	32.1	42
GPICHNHB_69446	1	177	8	165	93.2203	5.87571	32.5	39.8
GPICHNHB_69447	1	939	55	907	96.5921	8.59957	33	40.9
GPICHNHB_69448	1	903	59	903	100	9.12182	32.2	39.3
GPICHNHB_69449	1	1506	91	1502	99.7344	8.72244	32.8	39.6
GPICHNHB_69450	1	657	40	648	98.6301	9.58295	32.9	40.1
GPICHNHB_69451	1	2595	174	2583	99.5376	9.88902	32.9	41.5
GPICHNHB_69452	1	909	47	897	98.6799	7.60836	33	41.1
GPICHNHB_69453	1	1014	58	1012	99.8028	8.01381	32.6	34.5
GPICHNHB_69454	1	1512	76	1511	99.9339	7.48413	32.9	41.3
GPICHNHB_69455	1	954	51	935	98.0084	8.01363	32.8	40.7
GPICHNHB_69456	1	915	45	914	99.8907	7.28743	32	40.2
GPICHNHB_69457	1	1152	51	1075	93.316	6.24479	32.7	40.2
GPICHNHB_69458	1	2220	98	2219	99.955	6.18649	32.8	40.9
GPICHNHB_69459	1	1362	64	1362	100	6.45448	32.8	38.9
GPICHNHB_69460	1	171	2	131	76.6082	3.06433	33.7	33
GPICHNHB_69461	1	219	3	218	99.5434	2.7032	33.3	36
GPICHNHB_69462	1	384	9	294	76.5625	2.91146	33.6	10
GPICHNHB_69463	1	183	1	127	69.3989	1.38798	33.6	6
GPICHNHB_69464	1	396	7	353	89.1414	2.28535	33.3	9.14
GPICHNHB_69465	1	138	3	131	94.9275	3.05797	33.7	29.3
GPICHNHB_69466	1	243	7	217	89.3004	3.71605	33.5	41.4
GPICHNHB_69467	1	228	9	228	100	6.41228	32.7	28
GPICHNHB_69468	1	477	11	477	100	3.0566	33.4	38.7
GPICHNHB_69469	1	1002	54	1001	99.9002	8.19361	33.4	40.3
GPICHNHB_69470	1	4674	280	4671	99.9358	8.86436	32.9	41.3
GPICHNHB_69471	1	954	58	954	100	9.22327	32.6	40.2
GPICHNHB_69472	1	2574	171	2574	100	9.73932	32.9	40.8
GPICHNHB_69473	1	270	7	254	94.0741	4.52963	33.3	13.3
GPICHNHB_69475	1	258	3	258	100	2.27907	33.4	36
GPICHNHB_69476	1	579	5	494	85.3195	1.29879	33.4	42
GPICHNHB_69477	1	354	2	208	58.7571	0.853107	32.4	42
GPICHNHB_69478	1	225	2	151	67.1111	0.671111	31.9	42
GPICHNHB_69479	1	324	3	275	84.8765	1.85802	33.3	35.7
GPICHNHB_69480	1	264	4	219	82.9545	1.62879	32.8	23
GPICHNHB_69481	1	213	1	140	65.7277	1.31455	32	42
GPICHNHB_69482	1	465	13	462	99.3548	4.08387	33.4	34.5
GPICHNHB_69483	1	477	20	475	99.5807	5.67086	33.3	37.4
GPICHNHB_69485	1	540	13	488	90.3704	4.12222	32.7	35
GPICHNHB_69486	1	393	7	370	94.1476	2.30025	33.3	36.3
GPICHNHB_69487	1	261	4	239	91.5709	2.85824	33.2	25
GPICHNHB_69488	1	369	19	368	99.729	7.19512	32.9	16.7
GPICHNHB_69489	1	1239	55	1239	100	6.54479	32.7	39.3
GPICHNHB_69490	1	942	35	901	95.6476	5.48514	33	40.8
GPICHNHB_69491	1	393	5	391	99.4911	1.82697	33.3	33.6
GPICHNHB_69492	1	297	2	161	54.2088	1.01684	33.2	42
GPICHNHB_69493	1	540	17	521	96.4815	3.90185	33.1	42
GPICHNHB_69494	1	429	9	362	84.3823	3.85548	33	38
GPICHNHB_69495	1	810	29	772	95.3086	5.17037	33	38.3
GPICHNHB_69496	1	387	76	368	95.0904	28.0956	32.9	18.8
GPICHNHB_69497	1	276	3	190	68.8406	2.17754	33.4	42
GPICHNHB_69498	1	933	44	918	98.3923	7.09861	32.7	41
GPICHNHB_69500	1	207	3	156	75.3623	1.35749	33.5	28.7
GPICHNHB_69502	1	135	1	36	26.6667	0.533333	34	42
GPICHNHB_69503	1	669	31	649	97.0105	3.142	32.7	23.3
GPICHNHB_69504	1	1017	346	1017	100	51.7797	32.7	40.3
GPICHNHB_69505	1	1326	557	1326	100	62.1154	32.9	40.7
GPICHNHB_69506	1	1716	610	1716	100	51.8904	32.8	40.8
GPICHNHB_69507	1	3102	1270	3102	100	61.6199	32.7	41.4
GPICHNHB_69508	1	414	37	414	100	13.0072	32.8	23.8
GPICHNHB_69509	1	396	23	394	99.4949	8.70707	32.8	9.78
GPICHNHB_69510	1	657	8	622	94.6728	1.83409	32.9	41.5
GPICHNHB_69511	1	378	3	237	62.6984	1.19577	33.3	28
GPICHNHB_69512	1	276	3	151	54.7101	0.547101	33.5	42
GPICHNHB_69513	1	276	5	251	90.942	3.28261	33.3	22.8
GPICHNHB_69514	1	192	3	139	72.3958	1.44792	33.4	14
GPICHNHB_69515	1	438	12	411	93.8356	4.74201	33	31.1
GPICHNHB_69516	1	924	36	909	98.3766	5.6461	33.1	40.9
GPICHNHB_69517	1	342	4	340	99.4152	1.72222	31.9	13
GPICHNHB_69518	1	318	8	284	89.3082	3.15409	33.1	11
GPICHNHB_69519	1	1728	163	1691	97.8588	13.6001	32.7	39.9
GPICHNHB_69520	1	324	3	285	87.963	1.81481	32.5	29
GPICHNHB_69521	1	270	5	254	94.0741	2.21111	32.7	21.6
GPICHNHB_69522	1	450	11	443	98.4444	3.93333	32.4	41.8
GPICHNHB_69523	1	180	6	178	98.8889	5	33.1	32.8
GPICHNHB_69524	1	264	3	256	96.9697	1.67803	32.4	42
GPICHNHB_69525	1	789	22	739	93.6629	4.17364	33.1	34.3
GPICHNHB_69526	1	201	2	154	76.6169	1.47264	33.4	32.5
GPICHNHB_69527	1	288	1	151	52.4306	0.524306	28.2	42
GPICHNHB_69528	1	651	9	650	99.8464	2.04762	33	37.8
GPICHNHB_69529	1	255	6	254	99.6078	3.32941	33.2	10.8
GPICHNHB_69530	1	129	1	128	99.2248	0.992248	33.3	42
GPICHNHB_69531	1	687	16	638	92.8675	3.39884	33.3	35.4
GPICHNHB_69533	1	543	17	514	94.6593	4.27624	33	34.2
GPICHNHB_69534	1	1968	68	1943	98.7297	4.99898	33	40.9
GPICHNHB_69535	1	204	1	117	57.3529	1.14706	33.7	42
GPICHNHB_69536	1	183	1	151	82.5137	0.825137	32.7	42
GPICHNHB_69537	1	354	10	343	96.8927	3.80226	32.6	41.8
GPICHNHB_69539	1	486	18	458	94.2387	5.72428	32.7	41.8
GPICHNHB_69540	1	231	1	149	64.5022	0.645022	32.6	42
GPICHNHB_69541	1	1122	49	1096	97.6827	6.50535	33	39.1
GPICHNHB_69542	1	1005	32	978	97.3134	4.03781	32.9	40.2
GPICHNHB_69543	1	423	7	363	85.8156	2.81324	32.1	36
GPICHNHB_69544	1	252	2	249	98.8095	1.75	32.9	21
GPICHNHB_69545	1	204	2	148	72.549	1.41176	33.3	42
GPICHNHB_69546	1	654	19	592	90.5199	3.42049	33.3	31.4
GPICHNHB_69547	1	261	2	224	85.8238	3.22605	33.1	21
GPICHNHB_69548	1	141	1	129	91.4894	0.914894	33.3	0
GPICHNHB_69549	1	243	2	165	67.9012	1.14815	33.4	41
GPICHNHB_69550	1	378	6	328	86.7725	1.96561	33.3	41.7
GPICHNHB_69551	1	231	5	192	83.1169	3.17749	33.2	33.6
GPICHNHB_69552	1	447	10	398	89.038	3.66219	32.2	38.4
GPICHNHB_69553	1	369	12	364	98.645	4.0542	33.3	33.4
GPICHNHB_69554	1	312	6	261	83.6538	3.66667	33.2	32.5
GPICHNHB_69555	1	375	7	244	65.0667	2.72533	33.2	26.3
GPICHNHB_69556	1	801	71	715	89.2634	13.0662	33	41.4
GPICHNHB_69557	1	309	5	307	99.3528	2.23948	32.7	18.6
GPICHNHB_69558	1	606	26	587	96.8647	6.39439	32.5	36
GPICHNHB_69559	1	264	2	254	96.2121	1.07576	33.5	1
GPICHNHB_69560	1	249	26	247	99.1968	15.008	32.7	19.1
GPICHNHB_69563	1	225	8	224	99.5556	5.26667	32.9	36.8
GPICHNHB_69564	1	351	6	239	68.0912	1.71795	33	29
GPICHNHB_69567	1	216	3	216	100	3.25	32.9	21.7
GPICHNHB_69568	1	297	2	149	50.1684	0.501684	32.8	32.5
GPICHNHB_69569	1	372	8	371	99.7312	3.51613	32.8	34.9
GPICHNHB_69570	1	411	6	357	86.8613	1.42822	33.3	40.7
GPICHNHB_69571	1	510	7	444	87.0588	2.59216	33.4	33.9
GPICHNHB_69572	1	1320	224	1320	100	24.3303	32.9	40.6
GPICHNHB_69573	1	201	2	172	85.5721	1.48756	33.9	42
GPICHNHB_69574	1	186	6	159	85.4839	3.77419	33	27.7
GPICHNHB_69575	1	270	3	202	74.8148	1.65926	33.4	4
GPICHNHB_69576	1	348	12	303	87.069	4.36207	32.6	11.2
GPICHNHB_69577	1	501	10	456	91.018	2.66068	33.6	36.5
GPICHNHB_69578	1	396	15	364	91.9192	5.9596	33.2	23.2
GPICHNHB_69579	1	201	3	198	98.5075	2.06468	32.3	28
GPICHNHB_69580	1	378	8	325	85.9788	2.78307	32.7	35.2
GPICHNHB_69581	1	147	1	144	97.9592	1.95918	31.7	42
GPICHNHB_69582	1	390	24	390	100	9.12051	32.8	29.1
GPICHNHB_69583	1	291	3	258	88.6598	1.54983	33.6	42
GPICHNHB_69584	1	507	17	459	90.5325	5.05523	32.7	39.5
GPICHNHB_69585	1	309	6	291	94.1748	2.87055	32.1	38.8
GPICHNHB_69586	1	897	27	896	99.8885	4.35786	32.9	39.9
GPICHNHB_69588	1	417	10	397	95.2038	3.27818	33.1	42
GPICHNHB_69589	1	471	24	447	94.9045	7.49469	32.7	41.9
GPICHNHB_69590	1	339	5	337	99.41	2.14749	33.1	33.8
GPICHNHB_69591	1	1158	35	1140	98.4456	3.92746	32.8	41
GPICHNHB_69592	1	1077	75	1005	93.3148	10.4633	32.7	39.7
GPICHNHB_69593	1	549	16	449	81.7851	3.49545	33	42
GPICHNHB_69594	1	246	4	154	62.6016	1.22764	32.9	24
GPICHNHB_69595	1	513	20	469	91.423	5.23977	33.1	20.7
GPICHNHB_69596	1	165	6	164	99.3939	7.70303	33.3	14.5
GPICHNHB_69597	1	294	4	206	70.068	2.05442	32	27
GPICHNHB_69598	1	315	3	247	78.4127	1.34286	33.3	42
GPICHNHB_69599	1	417	10	347	83.2134	3.61151	32.8	42
GPICHNHB_69600	1	339	2	203	59.882	0.884956	33.7	22.5
GPICHNHB_69601	1	180	2	151	83.8889	0.838889	31.7	22.5
GPICHNHB_69602	1	282	5	282	100	2.43617	33.3	19.6
GPICHNHB_69603	1	210	2	151	71.9048	1.4381	32.6	15.5
GPICHNHB_69604	1	222	2	220	99.0991	1.88739	33.5	42
GPICHNHB_69605	1	225	3	179	79.5556	2.00889	33.5	16.7
GPICHNHB_69606	1	213	11	213	100	7.76995	32.5	28.7
GPICHNHB_69607	1	177	3	171	96.6102	2.54802	33	40.7
GPICHNHB_69608	1	378	11	363	96.0317	3.49471	33.3	34.9
GPICHNHB_69609	1	225	4	195	86.6667	2.52444	32.7	21
GPICHNHB_69610	1	210	1	126	60	1.2	33.7	0
GPICHNHB_69611	1	249	1	151	60.6426	0.606426	33.3	42
GPICHNHB_69612	1	279	7	238	85.3047	3.47312	33.7	39.3
GPICHNHB_69613	1	321	12	320	99.6885	5.00935	32.6	38.8
GPICHNHB_69614	1	1551	95	1551	100	9.16248	32.8	39.8
GPICHNHB_69615	1	246	18	221	89.8374	8.34553	32.6	42
GPICHNHB_69616	1	429	8	326	75.9907	3.63403	33	42
GPICHNHB_69617	1	405	6	332	81.9753	1.8642	33.4	42
GPICHNHB_69618	1	480	14	472	98.3333	4.70833	33.1	33.4
GPICHNHB_69619	1	231	5	231	100	2.50649	32.3	28.8
GPICHNHB_69620	1	201	2	178	88.5572	2.13433	33.4	33
GPICHNHB_69621	1	216	3	187	86.5741	1.97222	32.2	21.7
GPICHNHB_69622	1	231	2	209	90.4762	1.24675	33.6	42
GPICHNHB_69623	1	660	12	551	83.4848	2.74091	33.2	39.2
GPICHNHB_69624	1	264	2	148	56.0606	0.560606	33.7	25
GPICHNHB_69625	1	372	12	369	99.1935	4.80108	33.3	38.8
GPICHNHB_69626	1	252	4	187	74.2063	2.38095	30.7	41.5
GPICHNHB_69627	1	759	40	759	100	7.88933	32.5	40.5
GPICHNHB_69628	1	339	12	296	87.3156	5.34513	32.9	37.3
GPICHNHB_69629	1	204	4	203	99.5098	2.71078	31.7	0.75
GPICHNHB_69630	1	207	6	205	99.0338	3.98551	30.9	23.7
GPICHNHB_69631	1	192	2	149	77.6042	0.776042	32.8	25
GPICHNHB_69632	1	324	2	259	79.9383	1.35802	32.7	32.5
GPICHNHB_69633	1	411	7	332	80.7786	2.16302	32.8	34.9
GPICHNHB_69635	1	159	2	150	94.3396	1.88679	33.9	42
GPICHNHB_69636	1	1206	40	1176	97.5124	4.81592	32.9	42
GPICHNHB_69637	1	243	10	242	99.5885	4.95473	32.3	42
GPICHNHB_69638	1	1887	61	1801	95.4425	5.02756	32.6	40
GPICHNHB_69639	1	132	1	132	100	1	29.5	42
GPICHNHB_69640	1	366	4	254	69.3989	1.59563	33.8	11.5
GPICHNHB_69641	1	183	2	157	85.7923	1.64481	33.8	42
GPICHNHB_69642	1	291	7	277	95.189	1.98625	32.6	15.9
GPICHNHB_69643	1	156	2	142	91.0256	3.64103	32.8	42
GPICHNHB_69644	1	1389	63	1389	100	6.84521	32.8	39.2
GPICHNHB_69645	1	219	7	217	99.0868	4.69863	33.3	39
GPICHNHB_69646	1	270	1	151	55.9259	0.559259	33.6	42
GPICHNHB_69647	1	414	7	327	78.9855	2.53865	31.7	41.7
GPICHNHB_69648	1	201	1	150	74.6269	0.746269	31.9	24
GPICHNHB_69649	1	216	1	148	68.5185	0.685185	33.7	42
GPICHNHB_69650	1	345	5	323	93.6232	2.17391	32.3	42
GPICHNHB_69651	1	1038	54	1030	99.2293	7.37187	33.2	39.9
GPICHNHB_69652	1	378	18	362	95.7672	5.82804	32.3	39.9
GPICHNHB_69653	1	462	6	442	95.671	1.94805	33.1	35
GPICHNHB_69654	1	186	2	151	81.1828	0.811828	33.2	12.5
GPICHNHB_69655	1	309	5	308	99.6764	2.30097	32.7	27.2
GPICHNHB_69656	1	1152	65	1150	99.8264	8.44531	33.1	39
GPICHNHB_69657	1	468	12	466	99.5726	3.35043	33.1	35.6
GPICHNHB_69658	1	438	25	436	99.5434	4.65525	32.9	38.1
GPICHNHB_69659	1	447	12	370	82.774	7.86801	33.1	34.2
GPICHNHB_69660	1	279	11	225	80.6452	5.66667	32.9	42
GPICHNHB_69661	1	492	19	486	98.7805	4.98171	32.9	38
GPICHNHB_69662	1	195	4	150	76.9231	0.769231	33.5	31
GPICHNHB_69663	1	363	17	363	100	6.76584	33	41.4
GPICHNHB_69664	1	1089	40	1089	100	5.7888	32.7	41.4
GPICHNHB_69665	1	285	9	282	98.9474	3.62105	33.3	35.7
GPICHNHB_69666	1	903	40	836	92.5803	6.86822	32.5	42
GPICHNHB_69667	1	654	43	616	94.1896	9.67278	32.6	41.1
GPICHNHB_69668	1	195	7	195	100	5.89744	32.9	18.3
GPICHNHB_69669	1	849	28	849	100	4.76207	32.1	36.2
GPICHNHB_69670	1	393	6	353	89.8219	2.26463	33.4	38.7
GPICHNHB_69671	1	198	2	148	74.7475	0.747475	33.8	42
GPICHNHB_69672	1	198	3	185	93.4343	3.05051	33.4	28
GPICHNHB_69673	1	375	6	355	94.6667	1.968	32.6	42
GPICHNHB_69674	1	435	10	359	82.5287	3.46437	33.3	32.7
GPICHNHB_69675	1	279	6	259	92.8315	3.66308	33.2	25
GPICHNHB_69676	1	411	19	385	93.674	4.36253	32.9	31.3
GPICHNHB_69677	1	168	16	168	100	19.2738	33	26.9
GPICHNHB_69678	1	291	6	263	90.378	3.02405	33	13.8
GPICHNHB_69679	1	405	29	402	99.2593	8.16296	32.6	13.4
GPICHNHB_69680	1	1539	246	1509	98.0507	23.0299	32.9	37.9
GPICHNHB_69681	1	1188	171	1188	100	21.3224	32.8	39.7
GPICHNHB_69682	1	450	61	441	98	20.6578	33.1	37.3
GPICHNHB_69683	1	714	85	714	100	16.9944	33.1	40.2
GPICHNHB_69684	1	561	63	561	100	15.7968	32.8	38.5
GPICHNHB_69685	1	456	31	456	100	10.3092	32.7	41.4
GPICHNHB_69686	1	762	95	762	100	18.0722	33.2	40.2
GPICHNHB_69687	1	963	112	891	92.5234	17.0363	33	41.8
GPICHNHB_69688	1	3666	463	3664	99.9454	18.4547	32.8	41.4
GPICHNHB_69690	1	447	5	417	93.2886	1.83221	32.4	38.4
GPICHNHB_69691	1	225	2	218	96.8889	1.31111	31.7	22.5
GPICHNHB_69693	1	591	17	570	96.4467	4.02369	33.2	42
GPICHNHB_69694	1	729	22	708	97.1193	4.15912	32.9	41.1
GPICHNHB_69695	1	1080	59	1039	96.2037	7.52315	32.6	39.9
GPICHNHB_69696	1	174	7	174	100	6.04598	33.6	13.3
GPICHNHB_69697	1	318	6	262	82.3899	2.35849	33	35.7
GPICHNHB_69698	1	258	4	247	95.7364	2.26357	33.7	42
GPICHNHB_69699	1	300	3	258	86	1.50333	33	28
GPICHNHB_69700	1	219	1	151	68.9498	1.379	30.3	42
GPICHNHB_69701	1	555	7	468	84.3243	1.85405	32.8	41.7
GPICHNHB_69702	1	543	11	542	99.8158	2.98711	33.3	39.4
GPICHNHB_69703	1	312	2	267	85.5769	0.939103	32	33
GPICHNHB_69704	1	507	24	477	94.0828	6.90927	33.1	34.2
GPICHNHB_69705	1	741	27	646	87.1795	5.47773	32.2	42
GPICHNHB_69706	1	756	30	737	97.4868	5.96958	32.8	41.4
GPICHNHB_69707	1	1527	50	1518	99.4106	4.91749	32.6	41.6
GPICHNHB_69708	1	285	8	279	97.8947	4.14737	33.3	36.8
GPICHNHB_69709	1	1737	60	1685	97.0063	4.9833	32.8	40.8
GPICHNHB_69710	1	483	18	481	99.5859	5.61284	33.4	42
GPICHNHB_69711	1	261	5	241	92.3372	2.38314	32.8	21.4
GPICHNHB_69712	1	192	5	182	94.7917	3.68229	33.1	14.2
GPICHNHB_69713	1	363	13	363	100	5.02479	32.3	29
GPICHNHB_69714	1	351	7	350	99.7151	2.86895	33.2	27.1
GPICHNHB_69715	1	438	6	360	82.1918	2.05708	33.2	35.5
GPICHNHB_69717	1	315	5	314	99.6825	1.81905	33.3	27.4
GPICHNHB_69718	1	216	1	151	69.9074	1.39815	32.4	42
GPICHNHB_69719	1	186	2	174	93.5484	1.56452	33.8	42
GPICHNHB_69720	1	294	7	285	96.9388	3.55782	33.6	36
GPICHNHB_69722	1	255	4	255	100	2.20784	32.8	16.2
GPICHNHB_69723	1	279	4	228	81.7204	2.08961	31.5	42
GPICHNHB_69724	1	894	29	858	95.9732	4.87584	33	42
GPICHNHB_69725	1	213	6	190	89.2019	4.24413	33.5	36.3
GPICHNHB_69726	1	513	19	513	100	4.66082	32.8	38.8
GPICHNHB_69727	1	243	9	239	98.3539	7.23868	33.3	42
GPICHNHB_69728	1	1680	87	1651	98.2738	6.85893	33.1	40.8
GPICHNHB_69729	1	915	55	914	99.8907	9.21858	32.4	40.7
GPICHNHB_69730	1	666	34	593	89.039	6.97447	32.8	40.9
GPICHNHB_69731	1	942	53	915	97.1338	7.95648	32.8	40.2
GPICHNHB_69732	1	1131	102	1121	99.1158	12.4704	33	41.5
GPICHNHB_69733	1	654	54	653	99.8471	11.8639	33	39.9
GPICHNHB_69734	1	393	29	387	98.4733	9.7888	33.5	42
GPICHNHB_69735	1	603	15	514	85.2405	3.4461	32.2	36.6
GPICHNHB_69737	1	159	16	139	87.4214	0.874214	33.4	8.25
GPICHNHB_69738	1	144	17	144	100	28.375	32.8	13.9
GPICHNHB_69739	1	840	193	839	99.881	34.0786	33	41
GPICHNHB_69740	1	981	206	980	99.8981	31.317	33	41.2
GPICHNHB_69741	1	849	200	849	100	34.2815	32.8	40.2
GPICHNHB_69742	1	366	51	366	100	19.7158	32.6	38.8
GPICHNHB_69743	1	669	174	669	100	37.7414	32.9	39.9
GPICHNHB_69744	1	774	186	774	100	33.5568	32.5	39.5
GPICHNHB_69745	1	1335	322	1335	100	35.3251	32.7	40.9
GPICHNHB_69746	1	1092	236	1092	100	31.6099	32.9	41.2
GPICHNHB_69747	1	3621	936	3621	100	37.7832	32.8	41.6
GPICHNHB_69748	1	939	251	939	100	39.2439	32.7	41.3
GPICHNHB_69749	1	177	9	176	99.435	7.69492	32.8	24.4
GPICHNHB_69750	1	648	142	648	100	31.3457	33.1	40.1
GPICHNHB_69751	1	1389	435	1389	100	46.1087	32.8	40.6
GPICHNHB_69752	1	633	169	633	100	39.0711	32.8	41.1
GPICHNHB_69753	1	2163	636	2163	100	43.3333	32.8	41.6
GPICHNHB_69754	1	1311	356	1311	100	39.3043	32.7	41.2
GPICHNHB_69755	1	708	170	708	100	36.2161	32.8	40.2
GPICHNHB_69756	1	1599	486	1598	99.9375	44.1532	32.7	40.8
GPICHNHB_69757	1	3108	862	3108	100	41.0489	32.9	41.4
GPICHNHB_69758	1	633	135	633	100	30.9842	32.9	39.9
GPICHNHB_69759	1	354	70	354	100	28.1667	32.8	35.6
GPICHNHB_69761	1	1866	407	1866	100	32.5734	32.7	41.6
GPICHNHB_69762	1	570	112	570	100	26.9298	32.9	40.2
GPICHNHB_69763	1	1350	347	1350	100	37.3163	32.8	40.8
GPICHNHB_69764	1	1173	311	1173	100	39.2924	32.7	41.1
GPICHNHB_69765	1	873	229	873	100	37.2978	33	38.9
GPICHNHB_69766	1	582	111	582	100	30.4141	32.9	39.4
GPICHNHB_69767	1	1386	382	1386	100	40.5029	32.8	40.8
GPICHNHB_69768	1	741	165	741	100	31.803	33	40.2
GPICHNHB_69769	1	549	98	549	100	25.4153	32.8	38.8
GPICHNHB_69770	1	375	48	374	99.7333	17.5147	32.8	38.9
GPICHNHB_69771	1	360	63	360	100	27.0944	33.3	37.9
GPICHNHB_69772	1	567	100	567	100	25.3492	33.1	39
GPICHNHB_69773	1	1236	338	1236	100	40.1885	32.9	41.9
GPICHNHB_69774	1	1068	276	1066	99.8127	36.4625	33	40
GPICHNHB_69775	1	528	16	527	99.8106	4.98106	32.8	37.4
GPICHNHB_69776	1	375	11	374	99.7333	3.83733	33.4	28.5
GPICHNHB_69777	1	567	17	519	91.5344	4.46561	32.7	39.8
GPICHNHB_69778	1	369	4	354	95.935	1.79946	33.4	27.8
GPICHNHB_69779	1	192	1	151	78.6458	0.786458	33.4	42
GPICHNHB_69780	1	390	8	368	94.359	3.02051	33	34.4
GPICHNHB_69781	1	930	26	901	96.8817	4.05376	32.7	41.3
GPICHNHB_69782	1	315	7	243	77.1429	3.32063	33.4	39.4
GPICHNHB_69783	1	477	34	477	100	10.5577	32.8	36.9
GPICHNHB_69785	1	144	4	133	92.3611	2.38194	33.7	28.2
GPICHNHB_69787	1	429	9	427	99.5338	3.34266	33.4	31.2
GPICHNHB_69788	1	909	24	899	98.8999	3.9549	33.2	41.8
GPICHNHB_69790	1	621	11	588	94.686	2.42673	32.8	42
GPICHNHB_69791	1	1083	54	1068	98.615	7.52078	33.1	40.2
GPICHNHB_69792	1	231	1	151	65.368	0.65368	33.6	42
GPICHNHB_69793	1	363	9	361	99.449	3.66391	33.3	35.6
GPICHNHB_69794	1	951	33	951	100	5.02419	32.3	39.5
GPICHNHB_69795	1	429	17	429	100	5.36364	32.5	38.4
GPICHNHB_69796	1	453	21	438	96.6887	5.36645	32.3	33
GPICHNHB_69797	1	717	27	717	100	6.17573	33	36.7
GPICHNHB_69798	1	675	17	672	99.5556	3.51556	32.8	37.4
GPICHNHB_69799	1	210	2	134	63.8095	0.638095	34	41
GPICHNHB_69803	1	420	9	363	86.4286	2.83095	31.6	39.8
GPICHNHB_69804	1	249	2	187	75.1004	2.4257	33.2	41
GPICHNHB_69805	1	405	15	337	83.2099	5.55556	32.8	41.9
GPICHNHB_69806	1	1449	103	1445	99.7239	10.2643	33	41.8
GPICHNHB_69807	1	207	4	156	75.3623	2.18357	32.6	42
GPICHNHB_69808	1	1365	49	1269	92.967	5.51722	32.7	40.5
GPICHNHB_69809	1	444	7	427	96.1712	2.34459	32.9	41.7
GPICHNHB_69810	1	357	2	197	55.1821	0.843137	32.5	0
GPICHNHB_69811	1	210	36	135	64.2857	0.642857	33.9	11.9
GPICHNHB_69812	1	237	222	237	100	155.519	32.6	32.4
GPICHNHB_69814	1	249	2	148	59.4378	0.594378	32.3	32.5
GPICHNHB_69815	1	225	6	224	99.5556	4.53778	33.4	29.2
GPICHNHB_69816	1	288	5	287	99.6528	2.54861	33.2	41.2
GPICHNHB_69817	1	480	10	429	89.375	2.76458	32.5	34
GPICHNHB_69818	1	537	16	536	99.8138	4.32588	32.9	33.9
GPICHNHB_69820	1	468	37	400	85.4701	11.7714	32.8	29.2
GPICHNHB_69821	1	492	15	460	93.4959	4.22967	33.1	36.3
GPICHNHB_69822	1	795	40	777	97.7358	7.54088	33.3	22.2
GPICHNHB_69824	1	180	6	180	100	4.74444	32.9	23.3
GPICHNHB_69825	1	1365	57	1290	94.5055	6.25568	32.9	40.9
GPICHNHB_69826	1	207	4	189	91.3043	2.13043	33.9	21
